beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
Sobrehumano Palena'ole,American Amber / Red Ale,12.0,0.06,24,375,Third Street Brewhouse,Lahaina,HI
La Perouse White,Witbier,12.0,0.05,12,375,Maui Brewing Company,Lahaina,HI
Flyin' HI.P.Hay,American IPA,12.0,0.068,68,375,Maui Brewing Company,Lahaina,HI
Mana Wheat,American Pale Wheat Ale,12.0,0.055,15,375,Maui Brewing Company,Lahaina,HI
Bikini Blonde Lager,Munich Helles Lager,12.0,0.045,18,375,Maui Brewing Company,Lahaina,HI
CoCoNut Porter,American Porter,12.0,0.057,30,375,SweetWater Brewing Company,Lahaina,HI
Big Swell IPA,American IPA,12.0,0.062,65,375,Maui Brewing Company,Lahaina,HI
12th Round,American Strong Ale,16.0,0.076,78,376,Against the Grain Brewery,Midwest City,OK
RoughTail IPA,American IPA,16.0,0.07,80,376,RoughTail Brewing Company,Midwest City,OK
Slow Hand Stout,American Stout,16.0,0.052,29,377,Lucette Brewing Company,Menominee,WI
Flying Jenny Extra Pale Ale,American Pale Ale (APA),12.0,0.06,54,379,Grey Sail Brewing of Rhode Island,Westerly,RI
Hazy Day Belgian-Style Wit,Witbier,16.0,0.04,20,379,Grey Sail Brewing of Rhode Island,Westerly,RI
Leaning Chimney Smoked Porter,American Porter,16.0,0.06,34,379,Grey Sail Brewing of Rhode Island,Westerly,RI
Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),12.0,0.06,54,379,Grey Sail Brewing of Rhode Island,Westerly,RI
Flagship Ale,Cream Ale,12.0,0.049,22,379,Bare Hands Brewery,Westerly,RI
1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12.0,0.056,37,380,Blue Blood Brewing Company,Lincoln,NE
1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12.0,0.056,37,380,Blue Blood Brewing Company,Lincoln,NE
1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12.0,0.056,37,380,Rivertowne Brewing Company,Lincoln,NE
834 Happy As Ale,American Pale Ale (APA),12.0,0.046,35,380,Blue Blood Brewing Company,Lincoln,NE
Full Nelson Pale Ale,American Pale Ale (APA),12.0,0.059,60,382,Blue Mountain Brewery,Afton,VA
Steel Wheels ESB,Extra Special / Strong Bitter (ESB),12.0,0.065,30,382,Blue Mountain Brewery,Afton,VA
Blue Mountain Classic Lager,Euro Pale Lager,12.0,0.053,22,382,Lucette Brewing Company,Afton,VA
Full Nelson Pale Ale (2010),American Pale Ale (APA),12.0,0.059,60,382,Blue Mountain Brewery,Afton,VA
Starr Pils,German Pilsener,12.0,0.042,20,383,Nebraska Brewing Company,Crozet,VA
Northern Lights India Pale Ale,American IPA,16.0,0.065,52,383,Starr Hill Brewery,Crozet,VA
Northern Lights India Pale Ale,American IPA,12.0,0.065,52,383,Starr Hill Brewery,Crozet,VA
Westbrook Gose,Gose,12.0,0.04,5,384,Rivertowne Brewing Company,Mt. Pleasant,SC
White Thai,Witbier,12.0,0.05,16,384,Westbrook Brewing Company,Mt. Pleasant,SC
Westbrook IPA,American IPA,12.0,0.068,65,384,Westbrook Brewing Company,Mt. Pleasant,SC
Monkey Fist IPA,American IPA,12.0,0.069,65,385,Shipyard Brewing Company,Portland,ME
Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,16.0,0.085,86,387,Natian Brewery,Portland,OR
Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,16.0,0.085,86,387,Goose Island Brewery Company,Portland,OR
G'KNIGHT,American Double / Imperial IPA,12.0,0.087,85,389,Oskar Blues Brewery (North Carol...,Brevard,NC
Ten Fidy,Russian Imperial Stout,12.0,0.099,98,389,Oskar Blues Brewery (North Carol...,Brevard,NC
Deviant Dale's IPA,American Double / Imperial IPA,16.0,0.08,85,389,Oskar Blues Brewery (North Carol...,Brevard,NC
Old Chub,Scottish Ale,12.0,0.08,35,389,Half Full Brewery,Brevard,NC
Dale's Pale Ale,American Pale Ale (APA),19.2,0.065,65,389,Oskar Blues Brewery (North Carol...,Brevard,NC
Dale's Pale Ale,American Pale Ale (APA),12.0,0.065,65,389,Oskar Blues Brewery (North Carol...,Brevard,NC
Agave Wheat,American Pale Wheat Ale,12.0,0.042,9,391,Breckenridge Brewery,Denver,CO
SummerBright Ale,American Pale Wheat Ale,12.0,0.045,15,391,Breckenridge Brewery,Denver,CO
Lucky U IPA,American IPA,12.0,0.062,68,391,Breckenridge Brewery,Denver,CO
Avalanche Ale,American Amber / Red Ale,12.0,0.054,19,391,Shipyard Brewing Company,Denver,CO
Saison 88,Saison / Farmhouse Ale,12.0,0.055,30,392,Santa Fe Brewing Company,Santa Fe,NM
Black IPA,American Black Ale,12.0,0.071,95,392,Crooked Fence Brewing Company,Santa Fe,NM
Shark Bait,Fruit / Vegetable Beer,12.0,0.053,11,393,Miami Brewing Company,Miami,FL
Gator Tail Brown Ale,American Brown Ale,12.0,0.053,30,393,Maui Brewing Company,Miami,FL
Miami Vice IPA,American IPA,12.0,0.071,62,393,Miami Brewing Company,Miami,FL
Big Rod Coconut Ale,American Blonde Ale,12.0,0.053,16,393,Miami Brewing Company,Miami,FL
Alteration,Altbier,12.0,0.051,40,395,Hops & Grain Brewery,Austin,TX
Pale Dog,American Pale Ale (APA),12.0,0.06,50,395,Confluence Brewing Company,Austin,TX
1881 California Red,American Amber / Red Ale,12.0,0.056,35,397,Ruhstaller Beer Company,Sacramento,CA
CAPT Black IPA,American Black Ale,12.0,0.073,55,397,Ruhstaller Beer Company,Sacramento,CA
Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,12.0,0.048,42,397,Ruhstaller Beer Company,Sacramento,CA
CAPT Black IPA,American Black Ale,16.0,0.073,55,397,Blue Blood Brewing Company,Sacramento,CA
1881 California Red Ale,American Amber / Red Ale,16.0,0.056,35,397,Ruhstaller Beer Company,Sacramento,CA
Oval Beach Blonde Ale,American Blonde Ale,16.0,0.05,11,398,Saugatuck Brewing Company,Douglas,MI
Desolation IPA,American IPA,16.0,0.062,43,401,Amnesia Brewing Company,Washougal,WA
Wolverine Premium Lager,American Pale Lager,12.0,0.047,15,402,Wolverine State Brewing Company,Ann Arbor,MI
Sudice American Stout,American Stout,16.0,0.07,58,405,Fate Brewing Company,Boulder,CO
Parcae Belgian Style Pale Ale,Belgian Pale Ale,16.0,0.05,20,405,Fate Brewing Company,Boulder,CO
Norns Roggenbier,Roggenbier,16.0,0.05,20,405,Fate Brewing Company,Boulder,CO
Moirai India Pale Ale,American IPA,16.0,0.07,70,405,Midnight Sun Brewing Company,Boulder,CO
Weiss Trash Culture,Berliner Weissbier,12.0,0.034,6,410,New England Brewing Company,Woodbridge,CT
Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,12.0,0.088,85,410,Forgotten Boardwalk,Woodbridge,CT
Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,16.0,0.088,85,410,New England Brewing Company,Woodbridge,CT
Lily Flagg Milk Stout,Milk / Sweet Stout,12.0,0.05,30,412,Straight to Ale,Huntsville,AL
Monkeynaut IPA,American IPA,12.0,0.072,70,412,Creature Comforts,Huntsville,AL
Tybee Island Blonde,American Blonde Ale,12.0,0.047,17,415,Catawba Island Brewing,Savannah,GA
Savannah Brown Ale,American Brown Ale,12.0,0.062,55,415,Coastal Empire Beer Company,Savannah,GA
Hazed & Infused,American Pale Ale (APA),12.0,0.049,35,417,Piney River Brewing Company,Boulder,CO
Hoopla Pale Ale,American Pale Ale (APA),12.0,0.057,35,417,Boulder Beer Company,Boulder,CO
Hazed & Infused (2010),American Pale Ale (APA),12.0,0.049,35,417,Boulder Beer Company,Boulder,CO
Cascadian Dark Ale,American Black Ale,12.0,0.06,75,418,Miami Brewing Company,Portland,OR
Wheat the People,American Pale Wheat Ale,16.0,0.044,13,418,Coalition Brewing Company,Portland,OR
Sanitas Saison Ale,Saison / Farmhouse Ale,12.0,0.058,20,419,Blue Point Brewing Company,Boulder,CO
Sanitas Black IPA,American Black Ale,12.0,0.068,65,419,Sanitas Brewing Company,Boulder,CO
Beaver Logger,American Pale Lager,12.0,0.052,19,420,Gore Range Brewery,Edwards,CO
Grazias,Cream Ale,16.0,0.063,30,423,Hess Brewing Company,San Diego,CA
Habitus IPA,American IPA,16.0,0.08,86,423,Hess Brewing Company,San Diego,CA
Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,16.0,0.099,85,423,Hess Brewing Company,San Diego,CA
Belgorado,Belgian IPA,12.0,0.067,45,424,Wynkoop Brewing Company,Denver,CO
Silverback Pale Ale,American Pale Ale (APA),12.0,0.055,40,424,Wynkoop Brewing Company,Denver,CO
Quakertown Stout,American Double / Imperial Stout,12.0,0.092,50,426,Armadillo Ale Works,Denton,TX
Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,12.0,0.051,20,426,Armadillo Ale Works,Denton,TX
Schlafly Yakima Wheat Ale,American Pale Wheat Ale,12.0,0.05,45,428,Schlafly Brewing Company,Saint Louis,MO
Schlafly IPA,American IPA,12.0,0.045,30,428,Schlafly Brewing Company,Saint Louis,MO
Schlafly American Brown Ale,American Brown Ale,12.0,0.05,30,428,Schlafly Brewing Company,Saint Louis,MO
Schlafly Hefeweizen,Hefeweizen,12.0,0.041,16,428,Schlafly Brewing Company,Saint Louis,MO
Schlafly Summer Lager,Munich Helles Lager,12.0,0.045,17,428,Schlafly Brewing Company,Saint Louis,MO
Green Bullet Organic India Pale Ale,American IPA,16.0,0.07,45,429,Asher Brewing Company,Boulder,CO
Face Plant IPA,American IPA,12.0,0.062,65,430,Lost Rhino Brewing Company,Ashburn,VA
Rhino Chasers Pilsner,Czech Pilsener,12.0,0.056,55,430,Lost Rhino Brewing Company,Ashburn,VA
Blur India Pale Ale,American IPA,12.0,0.074,60,432,Seabright Brewery,Santa Cruz,CA
Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,12.0,0.07,24,433,French Broad Brewery,Asheville,NC
13 Rebels ESB,Extra Special / Strong Bitter (ESB),12.0,0.052,42,433,French Broad Brewery,Asheville,NC
Nice Rack IPA,American IPA,16.0,0.055,65,436,Southern Oregon Brewing Company,Medford,OR
East India Pale Ale,English India Pale Ale (IPA),16.0,0.068,47,437,Brooklyn Brewery,Brooklyn,NY
East India Pale Ale,English India Pale Ale (IPA),12.0,0.068,47,437,Brooklyn Brewery,Brooklyn,NY
Longboard Island Lager,American Amber / Red Lager,24.0,0.046,18,439,Kona Brewing Company,Kona,HI
Longboard Island Lager,American Amber / Red Lager,16.0,0.046,18,439,Kona Brewing Company,Kona,HI
Longboard Island Lager,American Amber / Red Lager,12.0,0.046,18,439,Kona Brewing Company,Kona,HI
Longboard Island Lager,American Amber / Red Lager,12.0,0.046,18,439,Kona Brewing Company,Kona,HI
Rustic Red,Irish Red Ale,16.0,0.052,23,441,Pateros Creek Brewing Company,Fort Collins,CO
Stimulator Pale Ale,American Pale Ale (APA),16.0,0.053,48,441,Pateros Creek Brewing Company,Fort Collins,CO
Car 21,English Bitter,16.0,0.044,28,441,Pateros Creek Brewing Company,Fort Collins,CO
Cache La Porter,American Porter,16.0,0.05,24,441,Pateros Creek Brewing Company,Fort Collins,CO
5 Day IPA,American IPA,12.0,0.061,66,442,O'Fallon Brewery,O'Fallon,MO
O'Fallon Wheach,Fruit / Vegetable Beer,12.0,0.051,7,442,O'Fallon Brewery,O'Fallon,MO
Jack Pine Savage,American Pale Ale (APA),16.0,0.053,43,444,Big Wood Brewery,Vadnais Heights,MN
Forest Fire Imperial Smoked Rye,Rye Beer,16.0,0.099,85,444,Big Wood Brewery,Vadnais Heights,MN
Bad Axe Imperial IPA,American Double / Imperial IPA,16.0,0.098,76,444,Big Wood Brewery,Vadnais Heights,MN
Morning Wood,Oatmeal Stout,16.0,0.055,35,444,Big Wood Brewery,Vadnais Heights,MN
Bark Bite IPA,American IPA,16.0,0.066,50,444,Big Wood Brewery,Vadnais Heights,MN
Big Nose,American IPA,12.0,0.073,50,447,Swamp Head Brewery,Gainesville,FL
Cotton Mouth,Witbier,12.0,0.05,10,447,Swamp Head Brewery,Gainesville,FL
Stump Knocker Pale Ale,American Pale Ale (APA),12.0,0.056,35,447,Swamp Head Brewery,Gainesville,FL
Midnight Oil,Oatmeal Stout,12.0,0.05,38,447,Swamp Head Brewery,Gainesville,FL
Wild Night,Cream Ale,12.0,0.059,18,447,Swamp Head Brewery,Gainesville,FL
Pit Stop Chocolate Porter,American Porter,12.0,0.037,34,448,Mavericks Beer Company,Half Moon Bay,CA
Pace Setter Belgian Style Wit,Witbier,12.0,0.037,21,448,Mavericks Beer Company,Half Moon Bay,CA
Back in the Saddle Rye Pale Ale,American Pale Ale (APA),12.0,0.037,53,448,Mavericks Beer Company,Half Moon Bay,CA
Dodgy Knight Imperial IPA,American Double / Imperial IPA,12.0,0.08,95,449,TailGate Beer,San Diego,CA
TailGate IPA,American IPA,24.0,0.05,44,449,TailGate Beer,San Diego,CA
TailGate IPA,American IPA,12.0,0.05,44,449,TailGate Beer,San Diego,CA
TailGate Hefeweizen,Hefeweizen,24.0,0.049,28,449,TailGate Beer,San Diego,CA
Blacktop Blonde,American Blonde Ale,24.0,0.05,19,449,TailGate Beer,San Diego,CA
Blacktop Blonde,American Blonde Ale,12.0,0.05,19,449,TailGate Beer,San Diego,CA
TailGate Hefeweizen,Hefeweizen,12.0,0.049,28,449,TailGate Beer,San Diego,CA
Three Skulls Ale Pale Ale,American Pale Ale (APA),16.0,0.063,42,450,Northwest Brewing Company,Pacific,WA
Chuli Stout,Irish Dry Stout,12.0,0.059,55,453,Denali Brewing Company,Talkeetna,AK
Mother Ale,American Blonde Ale,12.0,0.056,46,453,Denali Brewing Company,Talkeetna,AK
Twister Creek India Pale Ale,American IPA,12.0,0.065,71,453,Denali Brewing Company,Talkeetna,AK
Single Engine Red,Irish Red Ale,12.0,0.058,46,453,Denali Brewing Company,Talkeetna,AK
Mirror Pond Pale Ale,American Pale Ale (APA),12.0,0.05,40,454,Deschutes Brewery,Bend,OR
Bomber Mountain Amber Ale (2013),American Amber / Red Ale,12.0,0.046,20,457,The Black Tooth Brewing Company,Sheridan,WY
Indian Paintbrush IPA,American IPA,12.0,0.07,75,457,The Black Tooth Brewing Company,Sheridan,WY
Saddle Bronc Brown Ale (2013),English Brown Ale,12.0,0.048,16,457,The Black Tooth Brewing Company,Sheridan,WY
Wagon Box Wheat Beer,American Pale Wheat Ale,12.0,0.059,15,457,The Black Tooth Brewing Company,Sheridan,WY
Peninsula Brewers Reserve (PBR),American Blonde Ale,12.0,0.05,15,458,Kenai River Brewing Company,Soldotna,AK
Harvest Ale,Saison / Farmhouse Ale,12.0,0.065,35,460,Fremont Brewing Company,Seattle,WA
Fremont Summer Ale,American Pale Ale (APA),12.0,0.065,45,460,Fremont Brewing Company,Seattle,WA
Universale Pale Ale,American Pale Ale (APA),12.0,0.056,30,460,Fremont Brewing Company,Seattle,WA
Interurban IPA,American IPA,12.0,0.065,80,460,Fremont Brewing Company,Seattle,WA
Mo's Gose,Gose,16.0,0.052,10,461,Armstrong Brewing Company,South San Francisco,CA
Colorado Native,American Amber / Red Lager,12.0,0.055,26,462,AC Golden Brewing Company,Golden,CO
Colorado Native (2011),American Amber / Red Lager,12.0,0.055,26,462,AC Golden Brewing Company,Golden,CO
Descender IPA,American IPA,12.0,0.07,70,464,Good Life Brewing Company,Bend,OR
Sweet As Pacific Ale,American Pale Wheat Ale,12.0,0.06,18,464,Good Life Brewing Company,Bend,OR
Pablo Beach Pale Ale,American Pale Ale (APA),12.0,0.05,30,466,Green Room Brewing,Jacksonville,FL
RecreationAle,American Pale Ale (APA),12.0,0.047,42,469,Terrapin Brewing Company,Athens,GA
The Hole in Hadrian's Wall,Scottish Ale,16.0,0.095,19,471,Okoboji Brewing Company,Spirit Lake,IA
33 Select Brown Ale,American Brown Ale,16.0,0.065,26,471,Okoboji Brewing Company,Spirit Lake,IA
Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,16.0,0.06,29,471,Okoboji Brewing Company,Spirit Lake,IA
Boji Blue Pale Ale,American Pale Ale (APA),16.0,0.05,45,471,Okoboji Brewing Company,Spirit Lake,IA
Winter Games Select #32 Stout,American Stout,16.0,0.057,26,471,Okoboji Brewing Company,Spirit Lake,IA
Boji Beach Golden Rye Ale,Rye Beer,16.0,0.05,23,471,Okoboji Brewing Company,Spirit Lake,IA
South Ridge Amber Ale,American Amber / Red Ale,16.0,0.06,31,472,Crystal Springs Brewing Company,Boulder,CO
Watership Brown Ale,American Brown Ale,12.0,0.072,55,475,Red Hare Brewing Company,Marietta,GA
Gangway IPA,American IPA,12.0,0.062,55,475,Red Hare Brewing Company,Marietta,GA
Orange Wheat,Fruit / Vegetable Beer,12.0,0.046,17,476,Hangar 24 Craft Brewery,Redlands,CA
Hangar 24 Helles Lager,Munich Helles Lager,12.0,0.043,14,476,Hangar 24 Craft Brewery,Redlands,CA
Good People Pale Ale,American Pale Ale (APA),12.0,0.056,36,478,Good People Brewing Company,Birmingham,AL
Snake Handler Double IPA,American Double / Imperial IPA,12.0,0.093,103,478,Good People Brewing Company,Birmingham,AL
Coffee Oatmeal Stout,Oatmeal Stout,12.0,0.06,54,478,Good People Brewing Company,Birmingham,AL
Good People IPA,American IPA,12.0,0.06,64,478,Good People Brewing Company,Birmingham,AL
Good People American Brown Ale,American Brown Ale,12.0,0.058,36,478,Good People Brewing Company,Birmingham,AL
Loose Cannon,American IPA,12.0,0.072,45,479,Heavy Seas Beer,Halethorpe,MD
Rude Parrot IPA,American IPA,16.0,0.059,75,481,7 Seas Brewing Company,Gig Harbor,WA
British Pale Ale (2010),English Pale Ale,16.0,0.054,30,481,7 Seas Brewing Company,Gig Harbor,WA
British Pale Ale,English Pale Ale,16.0,0.054,30,481,7 Seas Brewing Company,Gig Harbor,WA
Ballz Deep Double IPA,American Double / Imperial IPA,16.0,0.084,82,481,7 Seas Brewing Company,Gig Harbor,WA
Des Moines IPA,American IPA,16.0,0.068,75,482,Confluence Brewing Company,Des Moines,IA
Capital Gold Golden Lager,German Pilsener,16.0,0.048,22,482,Confluence Brewing Company,Des Moines,IA
Farmer John's Multi-Grain Ale,American Blonde Ale,16.0,0.056,21,482,Confluence Brewing Company,Des Moines,IA
Topcutter India Pale Ale,American IPA,12.0,0.068,70,483,Bale Breaker Brewing Company,Yakima,WA
Field 41 Pale Ale,American Pale Ale (APA),12.0,0.044,38,483,Bale Breaker Brewing Company,Yakima,WA
Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,12.0,0.051,32,485,MacTarnahans Brewing Company,Portland,OR
Wisco Disco,American Amber / Red Ale,16.0,0.051,31,486,Stillmank Beer Company,Green Bay,WI
Long Hammer IPA,American IPA,16.0,0.065,44,487,Redhook Brewery,Woodinville,WA
Long Hammer IPA,American IPA,12.0,0.065,44,487,Redhook Brewery,Woodinville,WA
Copper Hook (2011),American Amber / Red Ale,12.0,0.058,27,487,Redhook Brewery,Woodinville,WA
Blue Point White IPA,American White IPA,12.0,0.06,40,489,Blue Point Brewing Company,Patchogue,NY
Blue Point Summer Ale,American Blonde Ale,12.0,0.044,16,489,Blue Point Brewing Company,Patchogue,NY
Toasted Lager,Vienna Lager,12.0,0.055,28,489,Blue Point Brewing Company,Patchogue,NY
Old Elephant Foot IPA,American IPA,16.0,0.07,80,490,Tampa Bay Brewing Company,Tampa,FL
Deadicated Amber,American Amber / Red Ale,16.0,0.054,27,491,Devil's Canyon Brewery,Belmont,CA
California Sunshine Rye IPA,American IPA,16.0,0.071,85,491,Devil's Canyon Brewery,Belmont,CA
Full Boar Scotch Ale,Scotch Ale / Wee Heavy,16.0,0.074,12,491,Devil's Canyon Brewery,Belmont,CA
Northern Lights Amber Ale,American Amber / Red Ale,12.0,0.05,15,493,Broken Tooth Brewing Company,Anchorage,AK
Polar Pale Ale,American Pale Ale (APA),12.0,0.052,17,493,Broken Tooth Brewing Company,Anchorage,AK
Fairweather IPA,American IPA,12.0,0.061,64,493,Broken Tooth Brewing Company,Anchorage,AK
Frankenlou's IPA,American IPA,16.0,0.07,105,494,Seven Brides Brewery,Silverton,OR
Becky's Black Cat Porter,American Porter,16.0,0.07,55,494,Seven Brides Brewery,Silverton,OR
Hop Abomination,American IPA,12.0,0.066,100,496,Dry Dock Brewing Company,Aurora,CO
Apricot Blonde,Fruit / Vegetable Beer,12.0,0.051,17,496,Dry Dock Brewing Company,Aurora,CO
Dry Dock Hefeweizen,Hefeweizen,12.0,0.043,12,496,Dry Dock Brewing Company,Aurora,CO
Dry Dock Amber Ale,American Amber / Red Ale,12.0,0.058,49,496,Dry Dock Brewing Company,Aurora,CO
Special Amber,Vienna Lager,12.0,0.05,22,498,Sprecher Brewing Company,Glendale,WI
Special Amber,Vienna Lager,12.0,0.05,22,498,Sprecher Brewing Company,Glendale,WI
Tonganoxie Honey Wheat,American Pale Wheat Ale,12.0,0.044,22,500,High Noon Saloon And Brewery,Leavenworth,KS
Gordon (2005),American Double / Imperial IPA,12.0,0.092,85,503,Oskar Blues Brewery,Lyons,CO
Ten Fidy Imperial Stout (2008),Russian Imperial Stout,12.0,0.095,98,503,Oskar Blues Brewery,Lyons,CO
Ten Fidy Imperial Stout (2007),Russian Imperial Stout,12.0,0.099,98,503,Oskar Blues Brewery,Lyons,CO
Old Chub (2008),Scottish Ale,12.0,0.08,35,503,Oskar Blues Brewery,Lyons,CO
Old Chub (2004),Scottish Ale,12.0,0.08,35,503,Oskar Blues Brewery,Lyons,CO
Old Chub (2003),Scottish Ale,12.0,0.08,35,503,Oskar Blues Brewery,Lyons,CO
Dale's Pale Ale (2008),American Pale Ale (APA),12.0,0.065,65,503,Oskar Blues Brewery,Lyons,CO
Dale's Pale Ale (2006),American Pale Ale (APA),12.0,0.065,65,503,Oskar Blues Brewery,Lyons,CO
Dale's Pale Ale (2004),American Pale Ale (APA),12.0,0.065,65,503,Oskar Blues Brewery,Lyons,CO
Dale's Pale Ale (2003),American Pale Ale (APA),12.0,0.065,65,503,Oskar Blues Brewery,Lyons,CO
Dale's Pale Ale (2002),American Pale Ale (APA),12.0,0.065,65,503,Oskar Blues Brewery,Lyons,CO
Gordon Beer (2006),American Double / Imperial IPA,12.0,0.087,60,503,Oskar Blues Brewery,Lyons,CO
Choc Beer (2003),American Dark Wheat Ale,12.0,0.04,9,505,Krebs Brewing Company (Pete's Pl...,Krebs,OK
Ace IPA,American IPA,16.0,0.074,83,509,Wingman Brewers,Tacoma,WA
P-51 Porter,American Porter,16.0,0.08,31,509,Wingman Brewers,Tacoma,WA
Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,16.0,0.065,11,510,Kettle House Brewing Company,Missoula,MT
Double Haul IPA (2009),American IPA,16.0,0.065,65,510,Kettle House Brewing Company,Missoula,MT
Double Haul IPA (2006),American IPA,16.0,0.065,65,510,Kettle House Brewing Company,Missoula,MT
Eddy Out Pale Ale,American Pale Ale (APA),16.0,0.055,50,510,Kettle House Brewing Company,Missoula,MT
Double Haul IPA,American IPA,16.0,0.065,65,510,Kettle House Brewing Company,Missoula,MT
Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,16.0,0.065,11,510,Kettle House Brewing Company,Missoula,MT
Crabtree Oatmeal Stout,Oatmeal Stout,16.0,0.075,29,515,Crabtree Brewing Company,Greeley,CO
Eclipse Black IPA,American Black Ale,16.0,0.077,71,515,Crabtree Brewing Company,Greeley,CO
Dottie Seattle Lager,American Amber / Red Lager,16.0,0.049,25,516,Emerald City Beer Company,Seattle,WA
Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),12.0,0.056,36,517,Butcher's Brewing,Carlsbad,CA
Big River Pilsner,Czech Pilsener,12.0,0.05,32,519,Big River Brewing Company,Chattanooga,TN
House Brand IPA,American IPA,12.0,0.06,55,519,Big River Brewing Company,Chattanooga,TN
Hoppy Boy,American IPA,16.0,0.062,65,520,Twisted Pine Brewing Company,Boulder,CO
Snake Dog IPA,American IPA,12.0,0.071,60,521,Flying Dog Brewery,Frederick,MD
Underdog Atlantic Lager,American Pale Lager,12.0,0.047,28,521,Flying Dog Brewery,Frederick,MD
This Season's Blonde,American Blonde Ale,12.0,0.056,27,523,Aspen Brewing Company,Aspen,CO
Independence Pass Ale,American IPA,12.0,0.07,67,523,Aspen Brewing Company,Aspen,CO
Bomb Lager (Old Recipe),Munich Helles Lager,12.0,0.045,27,525,Bomb Beer Company,New York,NY
Churchkey Pilsner Style Beer,American Pilsner,12.0,0.049,29,526,Churchkey Can Company,Seattle,WA
Jon Boat Coastal Ale,American Blonde Ale,12.0,0.045,20,527,Intuition Ale Works,Jacksonville,FL
I-10 IPA,American IPA,12.0,0.068,55,527,Intuition Ale Works,Jacksonville,FL
People's Pale Ale,American Pale Ale (APA),12.0,0.053,28,527,Intuition Ale Works,Jacksonville,FL
Ninja Porter,American Porter,12.0,0.053,26,528,Asheville Brewing Company,Asheville,NC
Shiva IPA,American IPA,12.0,0.06,69,528,Asheville Brewing Company,Asheville,NC
Black Adder IBA (Current),American Black Ale,16.0,0.073,85,530,Buckbean Brewing Company,Reno,NV
Tule Duck Red Ale (Current),American Amber / Red Ale,16.0,0.062,42,530,Buckbean Brewing Company,Reno,NV
Original Orange Blossom Ale (Current),Herbed / Spiced Beer,16.0,0.058,35,530,Buckbean Brewing Company,Reno,NV
Black Noddy Lager (Current),Schwarzbier,16.0,0.052,40,530,Buckbean Brewing Company,Reno,NV
Jockamo IPA,American IPA,12.0,0.065,52,533,Abita Brewing Company,Abita Springs,LA
Purple Haze,Fruit / Vegetable Beer,12.0,0.042,13,533,Abita Brewing Company,Abita Springs,LA
Abita Amber,American Amber / Red Lager,12.0,0.045,17,533,Abita Brewing Company,Abita Springs,LA
Dundee Summer Wheat Beer,American Pale Wheat Ale,12.0,0.045,18,538,Dundee Brewing Company,Rochester,NY
Greenville Pale Ale,American Pale Ale (APA),12.0,0.055,52,539,Twin Lakes Brewing Company,Greenville,DE
Sky High Rye,American Pale Ale (APA),12.0,0.06,55,541,Arcadia Brewing Company,Battle Creek,MI
Whitsun,American Pale Wheat Ale,12.0,0.062,17,541,Arcadia Brewing Company,Battle Creek,MI
Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,24.0,0.045,15,543,Great Northern Brewing Company,Whitefish,MT
Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,12.0,0.045,15,543,Great Northern Brewing Company,Whitefish,MT
Pyramid Hefeweizen (2011),Hefeweizen,12.0,0.052,18,544,Pyramid Breweries,Seattle,WA
Haywire Hefeweizen (2010),Hefeweizen,16.0,0.052,18,544,Pyramid Breweries,Seattle,WA
Rumspringa Golden Bock,Maibock / Helles Bock,12.0,0.066,30,545,Lancaster Brewing Company,Lancaster,PA
Common Sense Kentucky Common Ale,American Brown Ale,16.0,0.053,22,546,Upstate Brewing Company,Elmira,NY
Upstate I.P.W.,American IPA,12.0,0.065,70,546,Upstate Brewing Company,Elmira,NY
